┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓
┃ Name                                                    ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test     ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr  ┃ MaxSpd  ┃ Stages                      ┃
│ WCP DS Gearbox                                          │ 4        │ 6    │ 24        │ 0.0272   │ 1.85  │ 67.98        │ 11.3      │ 87         │ 72        │ 6.95    │ (12, 42, 14, 60)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 24        │ 0.0272   │ 1.85  │ 67.98        │ 11.3      │ 87         │ 76        │ 6.95    │ (10, 60, 18, 30)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 24        │ 0.0272   │ 1.85  │ 67.98        │ 11.3      │ 87         │ 76        │ 6.95    │ (12, 60, 16, 32)            │
│ EVO Slim                                                │ 4        │ 6    │ 22        │ 0.0272   │ 2.55  │ 93.65        │ 11.4      │ 79         │ 50        │ 4.25    │ (15, 85, 14, 56)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 36        │ 0.0273   │ 1.45  │ 53.11        │ 9.7       │ 200        │ 216       │ 12.85   │ (14, 50, 30, 44)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 41        │ 0.0273   │ 1.45  │ 53.09        │ 10.4      │ 148        │ 164       │ 13.2    │ (13, 58)                    │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 37        │ 0.0273   │ 1.45  │ 53.07        │ 10.6      │ 134        │ 141       │ 12.35   │ (14, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 37        │ 0.0273   │ 1.45  │ 53.03        │ 10.6      │ 134        │ 141       │ 12.35   │ (13, 58, 18, 30)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 33        │ 0.0273   │ 1.5   │ 54.97        │ 10.8      │ 119        │ 121       │ 11.55   │ (12, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 34        │ 0.0273   │ 1.5   │ 54.87        │ 10.75     │ 123        │ 125       │ 11.85   │ (10, 60, 20, 28)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 34        │ 0.0273   │ 1.5   │ 54.87        │ 10.75     │ 123        │ 132       │ 11.85   │ (11, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 28        │ 0.0273   │ 1.55  │ 56.86        │ 10.35     │ 156        │ 160       │ 11.0    │ (12, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 6    │ 27        │ 0.0273   │ 1.55  │ 56.71        │ 10.4      │ 150        │ 155       │ 10.6    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 25        │ 0.0273   │ 1.6   │ 58.56        │ 10.6      │ 139        │ 150       │ 9.65    │ (13, 50, 30, 44)            │
│ EVO Slim                                                │ 4        │ 4    │ 22        │ 0.0273   │ 3.6   │ 132.0        │ 11.4      │ 75         │ 37        │ 2.85    │ (15, 85, 14, 56)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 22        │ 0.0273   │ 3.6   │ 132.0        │ 10.9      │ 93         │ 49        │ 2.85    │ (11, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 41        │ 0.0274   │ 1.45  │ 52.88        │ 10.4      │ 148        │ 156       │ 13.15   │ (11, 50, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 32        │ 0.0274   │ 1.5   │ 54.8         │ 10.0      │ 178        │ 189       │ 12.25   │ (12, 50, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 32        │ 0.0274   │ 1.5   │ 54.72        │ 10.85     │ 116        │ 118       │ 11.2    │ (13, 58, 16, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 31        │ 0.0274   │ 1.5   │ 54.68        │ 10.1      │ 172        │ 186       │ 11.9    │ (14, 50, 34, 40)            │
│ VEX Single Speed, Double Reduction Gearbox              │ 4        │ 6    │ 31        │ 0.0274   │ 1.55  │ 56.49        │ 10.95     │ 112        │ 111       │ 11.0    │ (12, 40, 14, 40)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 28        │ 0.0274   │ 1.6   │ 58.32        │ 11.1      │ 101        │ 103       │ 9.75    │ (12, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 26        │ 0.0274   │ 1.7   │ 62.14        │ 11.2      │ 94         │ 90        │ 8.55    │ (10, 60, 20, 28)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 23        │ 0.0274   │ 1.75  │ 63.96        │ 10.75     │ 128        │ 127       │ 8.25    │ (13, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 6    │ 22        │ 0.0274   │ 1.8   │ 65.63        │ 10.8      │ 122        │ 110       │ 7.5     │ (15, 85, 24, 46)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 24        │ 0.0274   │ 1.9   │ 69.36        │ 11.3      │ 87         │ 71        │ 6.85    │ (14, 50, 14, 60)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 22        │ 0.0274   │ 2.55  │ 92.96        │ 11.4      │ 79         │ 53        │ 4.3     │ (12, 42, 14, 60)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 22        │ 0.0274   │ 2.6   │ 94.86        │ 11.4      │ 79         │ 52        │ 4.2     │ (14, 50, 14, 60)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 6    │ 39        │ 0.0275   │ 1.45  │ 52.73        │ 10.5      │ 141        │ 149       │ 12.75   │ (12, 84)                    │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 39        │ 0.0275   │ 1.45  │ 52.73        │ 10.5      │ 141        │ 149       │ 12.75   │ (12, 60, 20, 28)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 35        │ 0.0275   │ 1.45  │ 52.65        │ 9.75      │ 194        │ 210       │ 12.55   │ (11, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 28        │ 0.0275   │ 1.6   │ 58.17        │ 11.1      │ 101        │ 98        │ 9.75    │ (11, 60, 16, 32)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 25        │ 0.0275   │ 1.6   │ 58.13        │ 10.6      │ 139        │ 150       │ 9.65    │ (11, 42, 30, 44)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 4    │ 29        │ 0.0275   │ 1.6   │ 58.08        │ 11.05     │ 105        │ 107       │ 10.2    │ (12, 84)                    │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 29        │ 0.0275   │ 1.6   │ 58.08        │ 11.05     │ 105        │ 107       │ 10.2    │ (12, 60, 20, 28)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 23        │ 0.0275   │ 2.05  │ 74.6         │ 11.35     │ 83         │ 67        │ 5.85    │ (9, 62, 18, 30)             │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 20        │ 0.0275   │ 2.25  │ 81.86        │ 11.0      │ 111        │ 82        │ 5.05    │ (12, 42, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 20        │ 0.0275   │ 2.3   │ 83.53        │ 11.0      │ 111        │ 80        │ 4.95    │ (14, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 38        │ 0.0276   │ 1.45  │ 52.57        │ 9.5       │ 211        │ 228       │ 13.15   │ (12, 50, 34, 40)            │
│ EVO Slim                                                │ 6        │ 6    │ 39        │ 0.0276   │ 1.45  │ 52.57        │ 9.45      │ 217        │ 234       │ 13.35   │ (15, 85, 38, 32)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 6    │ 35        │ 0.0276   │ 1.45  │ 52.51        │ 9.75      │ 194        │ 210       │ 12.55   │ (12, 64)                    │
│ EVO Slim                                                │ 4        │ 4    │ 38        │ 0.0276   │ 1.45  │ 52.48        │ 10.55     │ 137        │ 152       │ 12.5    │ (15, 85, 38, 32)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 40        │ 0.0276   │ 1.45  │ 52.48        │ 10.45     │ 144        │ 160       │ 12.9    │ (13, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 37        │ 0.0276   │ 1.45  │ 52.44        │ 10.6      │ 134        │ 148       │ 12.3    │ (12, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 34        │ 0.0276   │ 1.5   │ 54.43        │ 10.75     │ 123        │ 126       │ 11.85   │ (12, 60, 18, 30)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 32        │ 0.0276   │ 1.5   │ 54.35        │ 10.85     │ 116        │ 125       │ 11.2    │ (12, 60, 22, 26)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 31        │ 0.0276   │ 1.55  │ 56.17        │ 10.95     │ 112        │ 112       │ 11.0    │ (11, 50, 24, 50)            │
│ EVO Slim                                                │ 4        │ 6    │ 28        │ 0.0276   │ 1.6   │ 57.91        │ 11.1      │ 101        │ 98        │ 9.75    │ (15, 85, 24, 46)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 26        │ 0.0276   │ 1.7   │ 61.65        │ 11.2      │ 94         │ 90        │ 8.6     │ (12, 60, 18, 30)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 25        │ 0.0276   │ 1.75  │ 63.33        │ 11.25     │ 90         │ 85        │ 7.9     │ (13, 58, 16, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 21        │ 0.0276   │ 1.95  │ 70.57        │ 10.9      │ 117        │ 98        │ 6.45    │ (11, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 42        │ 0.0277   │ 1.45  │ 52.42        │ 10.35     │ 152        │ 161       │ 13.3    │ (11, 60, 22, 26)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 37        │ 0.0277   │ 1.45  │ 52.38        │ 10.6      │ 134        │ 148       │ 12.3    │ (14, 58, 22, 26)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 41        │ 0.0277   │ 1.45  │ 52.35        │ 10.4      │ 148        │ 164       │ 13.1    │ (14, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 31        │ 0.0277   │ 1.5   │ 54.22        │ 10.1      │ 172        │ 185       │ 11.9    │ (14, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 34        │ 0.0277   │ 1.5   │ 54.12        │ 10.75     │ 123        │ 127       │ 11.85   │ (14, 58, 16, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 26        │ 0.0277   │ 1.6   │ 57.86        │ 10.5      │ 144        │ 156       │ 10.2    │ (11, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 28        │ 0.0277   │ 1.6   │ 57.85        │ 11.1      │ 101        │ 98        │ 9.75    │ (8, 62, 20, 28)             │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 26        │ 0.0277   │ 1.6   │ 57.79        │ 10.5      │ 144        │ 146       │ 10.2    │ (13, 50, 24, 50)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 26        │ 0.0277   │ 1.6   │ 57.7         │ 10.5      │ 144        │ 156       │ 10.2    │ (12, 64)                    │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 27        │ 0.0277   │ 1.65  │ 59.66        │ 11.15     │ 97         │ 97        │ 9.25    │ (8, 62)                     │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 24        │ 0.0277   │ 1.65  │ 59.65        │ 10.65     │ 133        │ 142       │ 9.1     │ (12, 72)                    │
│ EVO Slim                                                │ 6        │ 4    │ 24        │ 0.0277   │ 1.65  │ 59.65        │ 10.65     │ 133        │ 142       │ 9.1     │ (15, 85, 34, 36)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 26        │ 0.0277   │ 1.7   │ 61.29        │ 11.2      │ 94         │ 91        │ 8.6     │ (14, 58, 16, 32)            │
│ EVO Slim                                                │ 6        │ 4    │ 25        │ 0.0277   │ 3.65  │ 132.0        │ 11.15     │ 81         │ 44        │ 2.8     │ (15, 85, 14, 56)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 20        │ 0.0277   │ 3.65  │ 132.0        │ 11.0      │ 101        │ 53        │ 2.8     │ (12, 50, 14, 60)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 39        │ 0.0278   │ 1.45  │ 52.2         │ 9.45      │ 217        │ 234       │ 13.3    │ (13, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 35        │ 0.0278   │ 1.45  │ 52.12        │ 9.75      │ 194        │ 210       │ 12.5    │ (14, 42, 34, 40)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 38        │ 0.0278   │ 1.45  │ 52.11        │ 10.55     │ 137        │ 152       │ 12.5    │ (13, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 41        │ 0.0278   │ 1.45  │ 52.11        │ 9.3       │ 228        │ 246       │ 13.6    │ (11, 42, 34, 40)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 40        │ 0.0278   │ 1.45  │ 52.1         │ 10.45     │ 144        │ 160       │ 12.9    │ (11, 42, 34, 40)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 35        │ 0.0278   │ 1.5   │ 54.0         │ 10.7      │ 126        │ 138       │ 12.15   │ (11, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 35        │ 0.0278   │ 1.5   │ 53.94        │ 10.7      │ 126        │ 131       │ 12.15   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 27        │ 0.0278   │ 1.55  │ 55.84        │ 10.4      │ 150        │ 157       │ 10.6    │ (14, 50, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 28        │ 0.0278   │ 1.55  │ 55.82        │ 10.35     │ 156        │ 168       │ 11.0    │ (15, 85, 38, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 23        │ 0.0278   │ 1.7   │ 61.09        │ 10.75     │ 128        │ 123       │ 8.45    │ (14, 50, 20, 54)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 40        │ 0.0279   │ 1.45  │ 52.04        │ 10.45     │ 144        │ 155       │ 12.9    │ (13, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 36        │ 0.0279   │ 1.45  │ 52.04        │ 9.7       │ 200        │ 216       │ 12.7    │ (12, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 37        │ 0.0279   │ 1.45  │ 52.01        │ 10.6      │ 134        │ 143       │ 12.25   │ (12, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 39        │ 0.0279   │ 1.45  │ 52.01        │ 10.5      │ 141        │ 151       │ 12.7    │ (14, 58, 18, 30)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 38        │ 0.0279   │ 1.45  │ 51.99        │ 10.55     │ 137        │ 147       │ 12.45   │ (10, 60, 22, 26)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 6    │ 39        │ 0.0279   │ 1.45  │ 51.89        │ 10.5      │ 141        │ 151       │ 12.65   │ (9, 62)                     │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 4    │ 35        │ 0.0279   │ 1.5   │ 53.86        │ 10.7      │ 126        │ 138       │ 12.1    │ (12, 64)                    │
│ VEX Single Speed, Double Reduction Gearbox              │ 4        │ 4    │ 33        │ 0.0279   │ 1.5   │ 53.82        │ 10.8      │ 119        │ 131       │ 11.5    │ (12, 40, 20, 34)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 6    │ 32        │ 0.0279   │ 1.5   │ 53.81        │ 10.0      │ 178        │ 192       │ 12.15   │ (12, 72)                    │
│ EVO Slim                                                │ 6        │ 6    │ 32        │ 0.0279   │ 1.5   │ 53.81        │ 10.0      │ 178        │ 192       │ 12.15   │ (15, 85, 34, 36)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 31        │ 0.0279   │ 1.55  │ 55.61        │ 10.95     │ 112        │ 119       │ 11.0    │ (14, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 31        │ 0.0279   │ 1.55  │ 55.58        │ 10.95     │ 112        │ 119       │ 11.0    │ (13, 58, 20, 28)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 29        │ 0.0279   │ 1.6   │ 57.45        │ 11.05     │ 105        │ 102       │ 10.25   │ (13, 50, 20, 54)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 26        │ 0.0279   │ 1.6   │ 57.37        │ 10.5      │ 144        │ 147       │ 10.2    │ (11, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 29        │ 0.0279   │ 1.6   │ 57.29        │ 11.05     │ 105        │ 108       │ 10.25   │ (14, 58, 18, 30)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 20        │ 0.0279   │ 2.2   │ 78.94        │ 11.0      │ 111        │ 91        │ 5.2     │ (14, 50, 20, 54)            │
│ EVO Slim                                                │ 4        │ 4    │ 22        │ 0.0279   │ 2.45  │ 87.8         │ 11.4      │ 79         │ 55        │ 4.55    │ (15, 85, 20, 50)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 40        │ 0.028    │ 1.45  │ 51.75        │ 10.45     │ 144        │ 160       │ 12.85   │ (13, 58)                    │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 33        │ 0.028    │ 1.5   │ 53.58        │ 10.8      │ 119        │ 131       │ 11.5    │ (13, 50, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 31        │ 0.028    │ 1.5   │ 53.58        │ 10.1      │ 172        │ 186       │ 11.85   │ (12, 42, 34, 40)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 35        │ 0.028    │ 1.5   │ 53.55        │ 10.7      │ 126        │ 132       │ 12.1    │ (11, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 30        │ 0.028    │ 1.55  │ 55.42        │ 11.0      │ 108        │ 115       │ 10.6    │ (11, 60, 22, 26)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 28        │ 0.028    │ 1.55  │ 55.42        │ 10.35     │ 156        │ 168       │ 11.0    │ (13, 42, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 30        │ 0.028    │ 1.55  │ 55.28        │ 11.0      │ 108        │ 110       │ 10.6    │ (9, 62, 20, 28)             │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 30        │ 0.028    │ 1.55  │ 55.27        │ 11.0      │ 108        │ 110       │ 10.6    │ (14, 50, 20, 54)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 29        │ 0.028    │ 1.6   │ 57.16        │ 11.05     │ 105        │ 108       │ 10.25   │ (9, 62)                     │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 27        │ 0.028    │ 1.65  │ 58.92        │ 11.15     │ 97         │ 93        │ 9.3     │ (9, 62, 18, 30)             │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 23        │ 0.028    │ 2.0   │ 71.4         │ 11.35     │ 83         │ 66        │ 6.1     │ (13, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 23        │ 0.028    │ 2.05  │ 73.1         │ 11.35     │ 83         │ 68        │ 5.95    │ (12, 50, 20, 54)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 22        │ 0.028    │ 2.4   │ 85.81        │ 11.4      │ 79         │ 57        │ 4.65    │ (13, 42, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 35        │ 0.0281   │ 1.45  │ 51.57        │ 9.75      │ 194        │ 210       │ 12.45   │ (14, 50, 30, 44)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 40        │ 0.0281   │ 1.45  │ 51.55        │ 10.45     │ 144        │ 156       │ 12.8    │ (11, 50, 30, 44)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 34        │ 0.0281   │ 1.5   │ 53.44        │ 10.75     │ 123        │ 135       │ 11.8    │ (11, 60)                    │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 27        │ 0.0281   │ 1.55  │ 55.19        │ 10.4      │ 150        │ 162       │ 10.6    │ (12, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 27        │ 0.0281   │ 1.65  │ 58.78        │ 11.15     │ 97         │ 98        │ 9.3     │ (11, 60, 20, 28)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 26        │ 0.0281   │ 1.7   │ 60.53        │ 11.2      │ 94         │ 87        │ 8.7     │ (11, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 22        │ 0.0281   │ 2.4   │ 85.39        │ 11.4      │ 79         │ 57        │ 4.65    │ (9, 62, 16, 32)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 35        │ 0.0282   │ 1.5   │ 53.24        │ 10.7      │ 126        │ 140       │ 12.1    │ (13, 58, 22, 26)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 33        │ 0.0282   │ 1.5   │ 53.19        │ 10.8      │ 119        │ 125       │ 11.5    │ (10, 60, 20, 28)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 33        │ 0.0282   │ 1.5   │ 53.19        │ 10.8      │ 119        │ 132       │ 11.5    │ (11, 42, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 34        │ 0.0282   │ 1.5   │ 53.18        │ 10.75     │ 123        │ 129       │ 11.8    │ (9, 62, 22, 26)             │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 29        │ 0.0282   │ 1.55  │ 54.91        │ 10.25     │ 161        │ 174       │ 11.4    │ (13, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 28        │ 0.0282   │ 1.6   │ 56.71        │ 11.1      │ 101        │ 105       │ 9.8     │ (10, 60, 22, 26)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 26        │ 0.0282   │ 1.6   │ 56.67        │ 10.5      │ 144        │ 156       │ 10.25   │ (14, 50, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 26        │ 0.0282   │ 1.7   │ 60.23        │ 11.2      │ 94         │ 93        │ 8.7     │ (9, 62, 22, 26)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 24        │ 0.0282   │ 1.85  │ 65.56        │ 11.3      │ 87         │ 79        │ 7.15    │ (9, 62, 20, 28)             │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 24        │ 0.0282   │ 1.85  │ 65.55        │ 11.3      │ 87         │ 79        │ 7.15    │ (14, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 21        │ 0.0282   │ 1.95  │ 69.11        │ 10.9      │ 117        │ 108       │ 6.55    │ (13, 50, 24, 50)            │
│ EVO Slim                                                │ 4        │ 6    │ 23        │ 0.0282   │ 2.0   │ 70.91        │ 11.35     │ 83         │ 67        │ 6.15    │ (15, 85, 18, 52)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 23        │ 0.0282   │ 2.0   │ 70.88        │ 11.35     │ 83         │ 67        │ 6.15    │ (11, 42, 14, 60)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 23        │ 0.0282   │ 2.0   │ 70.88        │ 11.35     │ 83         │ 70        │ 6.15    │ (11, 60, 16, 32)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 6    │ 38        │ 0.0283   │ 1.45  │ 51.33        │ 10.55     │ 137        │ 149       │ 12.4    │ (12, 84)                    │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 38        │ 0.0283   │ 1.45  │ 51.33        │ 10.55     │ 137        │ 149       │ 12.4    │ (12, 60, 20, 28)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 42        │ 0.0283   │ 1.45  │ 51.25        │ 10.35     │ 152        │ 168       │ 13.15   │ (14, 50, 34, 40)            │
│ EVO Slim                                                │ 6        │ 6    │ 38        │ 0.0283   │ 1.45  │ 51.17        │ 9.5       │ 211        │ 228       │ 13.0    │ (15, 85, 38, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 40        │ 0.0283   │ 1.45  │ 51.17        │ 9.35      │ 222        │ 240       │ 13.3    │ (13, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 31        │ 0.0283   │ 1.5   │ 53.02        │ 10.1      │ 172        │ 186       │ 11.85   │ (12, 50, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 36        │ 0.0283   │ 1.5   │ 52.94        │ 10.65     │ 130        │ 137       │ 12.35   │ (11, 60, 20, 28)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 27        │ 0.0283   │ 1.55  │ 54.73        │ 10.4      │ 150        │ 160       │ 10.6    │ (12, 42, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 23        │ 0.0283   │ 1.7   │ 59.99        │ 10.75     │ 128        │ 125       │ 8.55    │ (11, 50, 24, 50)            │
│ EVO Slim                                                │ 4        │ 4    │ 23        │ 0.0283   │ 2.0   │ 70.57        │ 11.35     │ 83         │ 71        │ 6.15    │ (15, 85, 24, 46)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 41        │ 0.0284   │ 1.45  │ 51.13        │ 10.4      │ 148        │ 161       │ 12.95   │ (11, 60, 22, 26)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 37        │ 0.0284   │ 1.45  │ 51.13        │ 9.6       │ 206        │ 222       │ 12.8    │ (12, 50, 34, 40)            │
