┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━━┳━
┃ Name                                                     ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test  ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr   ┃ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.7         │ 10.5      │ 141        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 64.5         │ 9.75      │ 194        │ 189        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.45        │ 10.5      │ 141        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.0   │ 64.45        │ 10.5      │ 141        │ 138        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.44        │ 10.5      │ 141        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.0   │ 64.44        │ 10.5      │ 141        │ 138        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 64.44        │ 9.75      │ 194        │ 189        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.34        │ 10.5      │ 141        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.29        │ 10.5      │ 141        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.22        │ 10.5      │ 141        │ 129        │ 
│ VEX Single Speed, Double Reduction Gearbox               │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.19        │ 10.5      │ 141        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.04        │ 10.5      │ 141        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.0   │ 63.9         │ 10.5      │ 141        │ 139        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 4.05  │ 73.21        │ 9.7       │ 200        │ 172        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 36        │ 0.06  │ 4.05  │ 72.82        │ 9.7       │ 200        │ 192        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 72.78        │ 10.45     │ 144        │ 117        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 36        │ 0.06  │ 4.05  │ 72.74        │ 9.7       │ 200        │ 192        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 72.66        │ 10.45     │ 144        │ 118        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 4        │ 4    │ 40        │ 0.06  │ 4.05  │ 72.66        │ 10.45     │ 144        │ 126        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 40        │ 0.06  │ 4.05  │ 72.66        │ 10.45     │ 144        │ 126        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 36        │ 0.06  │ 4.05  │ 72.66        │ 9.7       │ 200        │ 174        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 72.63        │ 10.45     │ 144        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 72.57        │ 10.45     │ 144        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 4.05  │ 72.54        │ 9.7       │ 200        │ 174        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 4    │ 36        │ 0.06  │ 4.05  │ 72.54        │ 9.7       │ 200        │ 193        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.05  │ 72.52        │ 10.45     │ 144        │ 126        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 72.19        │ 10.45     │ 144        │ 118        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 72.08        │ 10.45     │ 144        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 72.04        │ 10.45     │ 144        │ 119        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 71.86        │ 10.45     │ 144        │ 119        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.05  │ 71.86        │ 10.45     │ 144        │ 127        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 40        │ 0.06  │ 4.05  │ 71.67        │ 10.45     │ 144        │ 128        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 40        │ 0.06  │ 4.05  │ 71.51        │ 10.45     │ 144        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.05  │ 71.25        │ 10.45     │ 144        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.05  │ 71.25        │ 10.45     │ 144        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.05  │ 68.03        │ 9.75      │ 194        │ 180        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 35        │ 0.06  │ 4.05  │ 67.79        │ 9.75      │ 194        │ 200        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.05  │ 67.73        │ 9.75      │ 194        │ 181        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.05  │ 67.65        │ 9.75      │ 194        │ 181        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.05  │ 67.61        │ 10.5      │ 141        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.05  │ 67.45        │ 10.5      │ 141        │ 123        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 39        │ 0.06  │ 4.05  │ 67.4         │ 10.5      │ 141        │ 123        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 39        │ 0.06  │ 4.05  │ 67.4         │ 10.5      │ 141        │ 123        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.05  │ 67.4         │ 10.5      │ 141        │ 123        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 39        │ 0.06  │ 4.05  │ 67.4         │ 10.5      │ 141        │ 132        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 4    │ 35        │ 0.06  │ 4.05  │ 67.35        │ 9.75      │ 194        │ 201        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 35        │ 0.06  │ 4.05  │ 67.08        │ 9.75      │ 194        │ 202        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.05  │ 67.02        │ 10.5      │ 141        │ 133        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 4    │ 39        │ 0.06  │ 4.05  │ 66.73        │ 10.5      │ 141        │ 133        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.05  │ 66.53        │ 10.5      │ 141        │ 125        │ 
│ EVO Slim                                                 │ 6        │ 6    │ 35        │ 0.06  │ 4.05  │ 66.52        │ 9.75      │ 194        │ 184        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.05  │ 66.5         │ 9.75      │ 194        │ 184        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.05  │ 66.41        │ 10.5      │ 141        │ 125        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.05  │ 66.39        │ 10.5      │ 141        │ 125        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.05  │ 66.18        │ 10.5      │ 141        │ 134        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 38        │ 0.06  │ 4.05  │ 62.72        │ 10.55     │ 137        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 38        │ 0.06  │ 4.05  │ 62.72        │ 10.55     │ 137        │ 138        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 38        │ 0.06  │ 4.05  │ 62.62        │ 10.55     │ 137        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 38        │ 0.06  │ 4.05  │ 62.57        │ 10.55     │ 137        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 38        │ 0.06  │ 4.05  │ 62.51        │ 10.55     │ 137        │ 129        │ 
│ VEX Single Speed, Double Reduction Gearbox               │ 4        │ 6    │ 38        │ 0.06  │ 4.05  │ 62.48        │ 10.55     │ 137        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 38        │ 0.06  │ 4.05  │ 62.33        │ 10.55     │ 137        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 4.1   │ 74.45        │ 9.7       │ 200        │ 170        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 36        │ 0.06  │ 4.1   │ 74.4         │ 9.7       │ 200        │ 188        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.1   │ 74.26        │ 10.45     │ 144        │ 115        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.1   │ 74.1         │ 10.45     │ 144        │ 124        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.1   │ 73.7         │ 10.45     │ 144        │ 116        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 40        │ 0.06  │ 4.1   │ 73.6         │ 10.45     │ 144        │ 125        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 4    │ 40        │ 0.06  │ 4.1   │ 73.53        │ 10.45     │ 144        │ 125        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.1   │ 73.53        │ 10.45     │ 144        │ 125        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.1   │ 73.41        │ 10.45     │ 144        │ 116        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.1   │ 73.34        │ 10.45     │ 144        │ 117        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 35        │ 0.06  │ 4.1   │ 70.16        │ 9.75      │ 194        │ 193        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 35        │ 0.06  │ 4.1   │ 70.04        │ 9.75      │ 194        │ 175        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.1   │ 69.76        │ 9.75      │ 194        │ 176        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.1   │ 69.73        │ 9.75      │ 194        │ 176        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 39        │ 0.06  │ 4.1   │ 69.65        │ 10.5      │ 141        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.1   │ 69.4         │ 10.5      │ 141        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.1   │ 69.4         │ 10.5      │ 141        │ 128        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 35        │ 0.06  │ 4.1   │ 69.18        │ 9.75      │ 194        │ 196        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.1   │ 69.16        │ 10.5      │ 141        │ 120        │ 
