┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━━┳━
┃ Name                                                     ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test  ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr   ┃ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 41        │ 0.06  │ 3.85  │ 67.77        │ 10.4      │ 148        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.85  │ 65.29        │ 9.7       │ 200        │ 192        │ 
│ EVO Slim                                                 │ 6        │ 4    │ 36        │ 0.06  │ 3.85  │ 64.91        │ 9.7       │ 200        │ 214        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.85  │ 64.73        │ 9.7       │ 200        │ 194        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 64.7         │ 10.45     │ 144        │ 131        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 36        │ 0.06  │ 3.85  │ 64.48        │ 9.7       │ 200        │ 216        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 36        │ 0.06  │ 3.85  │ 64.45        │ 9.7       │ 200        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 64.36        │ 10.45     │ 144        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 64.31        │ 10.45     │ 144        │ 132        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 36        │ 0.06  │ 3.85  │ 64.23        │ 9.7       │ 200        │ 195        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.85  │ 64.23        │ 9.7       │ 200        │ 195        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 64.17        │ 10.45     │ 144        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 64.12        │ 10.45     │ 144        │ 142        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 63.88        │ 10.45     │ 144        │ 133        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 63.63        │ 10.45     │ 144        │ 143        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 63.6         │ 10.45     │ 144        │ 143        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 36        │ 0.06  │ 3.85  │ 63.47        │ 9.7       │ 200        │ 197        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 63.43        │ 10.45     │ 144        │ 134        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 63.43        │ 10.45     │ 144        │ 144        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 63.38        │ 10.45     │ 144        │ 134        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.85  │ 63.35        │ 9.7       │ 200        │ 198        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 63.33        │ 10.45     │ 144        │ 134        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 62.91        │ 10.45     │ 144        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 62.85        │ 10.45     │ 144        │ 145        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 62.74        │ 10.45     │ 144        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 62.61        │ 10.45     │ 144        │ 135        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 62.36        │ 10.45     │ 144        │ 136        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.85  │ 62.34        │ 10.45     │ 144        │ 136        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 62.28        │ 10.45     │ 144        │ 146        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 62.28        │ 10.45     │ 144        │ 146        │ 
│ EVO Slim                                                 │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 62.28        │ 10.45     │ 144        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.85  │ 62.28        │ 10.45     │ 144        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 41        │ 0.06  │ 3.9   │ 70.59        │ 10.4      │ 148        │ 133        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 4    │ 41        │ 0.06  │ 3.9   │ 70.29        │ 10.4      │ 148        │ 133        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 68.01        │ 9.7       │ 200        │ 185        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 67.98        │ 9.7       │ 200        │ 185        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 36        │ 0.06  │ 3.9   │ 67.62        │ 9.7       │ 200        │ 206        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 67.47        │ 9.7       │ 200        │ 186        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 67.12        │ 9.7       │ 200        │ 187        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 67.0         │ 10.45     │ 144        │ 127        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 40        │ 0.06  │ 3.9   │ 66.91        │ 10.45     │ 144        │ 136        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.89        │ 10.45     │ 144        │ 127        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.74        │ 10.45     │ 144        │ 127        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.73        │ 10.45     │ 144        │ 127        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 66.7         │ 9.7       │ 200        │ 188        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.69        │ 10.45     │ 144        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 66.69        │ 9.7       │ 200        │ 188        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 36        │ 0.06  │ 3.9   │ 66.67        │ 9.7       │ 200        │ 209        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.43        │ 10.45     │ 144        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 66.43        │ 9.7       │ 200        │ 189        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 66.37        │ 9.7       │ 200        │ 189        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.17        │ 10.45     │ 144        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.9   │ 66.17        │ 10.45     │ 144        │ 138        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.16        │ 10.45     │ 144        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.9   │ 66.16        │ 10.45     │ 144        │ 138        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 66.12        │ 9.7       │ 200        │ 190        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.06        │ 10.45     │ 144        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 66.01        │ 10.45     │ 144        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 65.94        │ 10.45     │ 144        │ 129        │ 
│ VEX Single Speed, Double Reduction Gearbox               │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 65.91        │ 10.45     │ 144        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 65.75        │ 10.45     │ 144        │ 129        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.9   │ 65.74        │ 9.7       │ 200        │ 191        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.9   │ 65.61        │ 10.45     │ 144        │ 139        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 65.53        │ 10.45     │ 144        │ 130        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 65.02        │ 10.45     │ 144        │ 131        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 40        │ 0.06  │ 3.9   │ 64.88        │ 10.45     │ 144        │ 140        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 40        │ 0.06  │ 3.9   │ 64.84        │ 10.45     │ 144        │ 141        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.9   │ 64.76        │ 10.45     │ 144        │ 131        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 35        │ 0.06  │ 3.9   │ 61.63        │ 9.75      │ 194        │ 197        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 3.9   │ 61.51        │ 9.75      │ 194        │ 198        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 61.27        │ 10.5      │ 141        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 3.9   │ 61.22        │ 10.5      │ 141        │ 145        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 61.11        │ 10.5      │ 141        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 60.98        │ 10.5      │ 141        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 3.9   │ 60.95        │ 9.75      │ 194        │ 200        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 60.73        │ 10.5      │ 141        │ 136        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 60.72        │ 10.5      │ 141        │ 136        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 4        │ 4    │ 39        │ 0.06  │ 3.9   │ 60.66        │ 10.5      │ 141        │ 146        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 39        │ 0.06  │ 3.9   │ 60.66        │ 10.5      │ 141        │ 146        │ 
│ EVO Slim                                                 │ 4        │ 4    │ 39        │ 0.06  │ 3.9   │ 60.66        │ 10.5      │ 141        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 3.9   │ 60.66        │ 10.5      │ 141        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 3.9   │ 60.43        │ 9.75      │ 194        │ 201        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 60.37        │ 10.5      │ 141        │ 137        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 60.31        │ 10.5      │ 141        │ 137        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 60.14        │ 10.5      │ 141        │ 137        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.9   │ 60.14        │ 10.5      │ 141        │ 137        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.95  │ 70.07        │ 9.7       │ 200        │ 180        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 36        │ 0.06  │ 3.95  │ 69.82        │ 9.7       │ 200        │ 200        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.95  │ 69.75        │ 9.7       │ 200        │ 181        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.95  │ 69.67        │ 9.7       │ 200        │ 181        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 4    │ 36        │ 0.06  │ 3.95  │ 69.37        │ 9.7       │ 200        │ 201        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 36        │ 0.06  │ 3.95  │ 69.08        │ 9.7       │ 200        │ 202        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.95  │ 68.81        │ 10.45     │ 144        │ 133        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 4    │ 40        │ 0.06  │ 3.95  │ 68.51        │ 10.45     │ 144        │ 133        │ 
│ EVO Slim                                                 │ 6        │ 6    │ 36        │ 0.06  │ 3.95  │ 68.51        │ 9.7       │ 200        │ 184        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 3.95  │ 68.48        │ 9.7       │ 200        │ 184        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.95  │ 68.3         │ 10.45     │ 144        │ 125        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.95  │ 68.18        │ 10.45     │ 144        │ 125        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.95  │ 68.16        │ 10.45     │ 144        │ 125        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.95  │ 67.94        │ 10.45     │ 144        │ 134        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 3.95  │ 67.53        │ 10.45     │ 144        │ 126        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 3.95  │ 67.34        │ 10.45     │ 144        │ 136        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 35        │ 0.06  │ 3.95  │ 64.2         │ 9.75      │ 194        │ 190        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 63.83        │ 10.5      │ 141        │ 130        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 3.95  │ 63.83        │ 9.75      │ 194        │ 191        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 3.95  │ 63.39        │ 9.75      │ 194        │ 192        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 63.33        │ 10.5      │ 141        │ 131        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 39        │ 0.06  │ 3.95  │ 63.19        │ 10.5      │ 141        │ 140        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 39        │ 0.06  │ 3.95  │ 63.15        │ 10.5      │ 141        │ 141        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 63.07        │ 10.5      │ 141        │ 131        │ 
│ EVO Slim                                                 │ 6        │ 4    │ 35        │ 0.06  │ 3.95  │ 63.02        │ 9.75      │ 194        │ 210        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 63.01        │ 10.5      │ 141        │ 131        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 3.95  │ 62.85        │ 9.75      │ 194        │ 194        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 62.68        │ 10.5      │ 141        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 62.63        │ 10.5      │ 141        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 35        │ 0.06  │ 3.95  │ 62.6         │ 9.75      │ 194        │ 210        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 35        │ 0.06  │ 3.95  │ 62.58        │ 9.75      │ 194        │ 210        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 62.5         │ 10.5      │ 141        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 3.95  │ 62.46        │ 10.5      │ 141        │ 142        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 3.95  │ 62.36        │ 9.75      │ 194        │ 195        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 35        │ 0.06  │ 3.95  │ 62.36        │ 9.75      │ 194        │ 195        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 62.22        │ 10.5      │ 141        │ 133        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 3.95  │ 61.97        │ 10.5      │ 141        │ 143        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 4    │ 39        │ 0.06  │ 3.95  │ 61.95        │ 10.5      │ 141        │ 143        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 61.78        │ 10.5      │ 141        │ 134        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 39        │ 0.06  │ 3.95  │ 61.78        │ 10.5      │ 141        │ 144        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 61.73        │ 10.5      │ 141        │ 134        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 3.95  │ 61.68        │ 10.5      │ 141        │ 134        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 36        │ 0.06  │ 4.0   │ 72.26        │ 9.7       │ 200        │ 193        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 36        │ 0.06  │ 4.0   │ 72.13        │ 9.7       │ 200        │ 175        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 4.0   │ 71.85        │ 9.7       │ 200        │ 176        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 4.0   │ 71.82        │ 9.7       │ 200        │ 176        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 36        │ 0.06  │ 4.0   │ 71.25        │ 9.7       │ 200        │ 196        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 71.01        │ 10.45     │ 144        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 4.0   │ 71.0         │ 9.7       │ 200        │ 178        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 70.98        │ 10.45     │ 144        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 36        │ 0.06  │ 4.0   │ 70.8         │ 9.7       │ 200        │ 178        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.0   │ 70.61        │ 10.45     │ 144        │ 130        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.0   │ 70.44        │ 10.45     │ 144        │ 130        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 70.03        │ 10.45     │ 144        │ 122        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 70.0         │ 10.45     │ 144        │ 122        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 69.87        │ 10.45     │ 144        │ 122        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 40        │ 0.06  │ 4.0   │ 69.87        │ 10.45     │ 144        │ 131        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 40        │ 0.06  │ 4.0   │ 69.41        │ 10.45     │ 144        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 69.25        │ 10.45     │ 144        │ 123        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 69.2         │ 10.45     │ 144        │ 123        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 69.2         │ 10.45     │ 144        │ 123        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 40        │ 0.06  │ 4.0   │ 69.2         │ 10.45     │ 144        │ 123        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 40        │ 0.06  │ 4.0   │ 69.2         │ 10.45     │ 144        │ 132        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 66.03        │ 9.75      │ 194        │ 185        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 66.0         │ 9.75      │ 194        │ 185        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 65.78        │ 10.5      │ 141        │ 126        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 35        │ 0.06  │ 4.0   │ 65.66        │ 9.75      │ 194        │ 206        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 39        │ 0.06  │ 4.0   │ 65.59        │ 10.5      │ 141        │ 136        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 65.51        │ 9.75      │ 194        │ 186        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 65.26        │ 10.5      │ 141        │ 127        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 65.18        │ 9.75      │ 194        │ 187        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 39        │ 0.06  │ 4.0   │ 65.17        │ 10.5      │ 141        │ 136        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 65.15        │ 10.5      │ 141        │ 127        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 65.0         │ 10.5      │ 141        │ 127        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.99        │ 10.5      │ 141        │ 127        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 39        │ 0.06  │ 4.0   │ 64.95        │ 10.5      │ 141        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 64.76        │ 9.75      │ 194        │ 188        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 35        │ 0.06  │ 4.0   │ 64.75        │ 9.75      │ 194        │ 188        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 35        │ 0.06  │ 4.0   │ 64.74        │ 9.75      │ 194        │ 209        │ 
